user_id,user_location,traveler_type,review_title,review_date,review_score,review
JoAnne W,,Couples,Fantastic views,"November 18, 2017",5,"We loved the view from here we had a beautiful sunny day and got some great photos, take your photos from the top you don’t have to take them through glass up there."
drp a,,Couples,good view,"November 18, 2017",5,The view from the top of the rock was great and even better than the empire state building in my opinion. On my next trip I have to check world trade
Mick C,"Oxford, United Kingdom",Couples,Wow what a view ,"November 18, 2017",5,"Wow,I was told I had to do the top of the rock while I was there. So glad I did. Went just as it was getting dark,so all the lights were on,all over the city. Not overly expensive either. Of the two this is better...More"
Daniel T,,Couples,Awesome!!!!,"November 18, 2017",5,Well worth the costs and the cab ride/walk from Battery Park. Saw it in the guide book and had to go see for ourselves. We were there over Veterans Day Weekend to celebrate our 24th anniversary. Bitter cold so we walked for awhile and then...More
Dianeruth2014,"Staines, United Kingdom",Couples,organised,"November 17, 2017",5,"you choose time-slots, so less queueing. we went 1800 to see view in both daylight & night. Superb views"
Eledublin,"London, United Kingdom",Couples,Best Views!,"November 17, 2017",5,"After having been to the ESB, the Top f the Rock and the WTC I would recommend the Top f the Rock if you were to choose one. You can see a really close view of Manhattan, including the ESB and you do so outdoors....More"
brianr1959,"Warrenville, South Carolina",Couples,First New York trip,"November 17, 2017",5,The top of the Rock was our first visit when we got to N.Y.C. Beautiful architecture and design throughout the building. The observatory starts on 69th floor with two more levels you can take steps and escalator. You have a 360 degree view of the...More
Herr_KO,"Steinhagen, Germany",Couples,The best view in/at Manhattan!,"November 17, 2017",5,"Make sure to get your tickets in time to avoid waiting for too long! Once you have made it up to the top, you will for sure enjoy the unique 360° panorama view at the city. Hopefully you will be lucky with the weather and...More"
lindelou130,"Market Drayton, United Kingdom",Couples,What a view,"November 17, 2017",5,Best time to do this is when it’s dark. The views of the city are spectacular and I was intrigued about the history of the family also. Well worth a visit
GCoulter,"Banbridge, United Kingdom",Couples,What a view,"November 16, 2017",5,"We were here at twilight so we got the best of both worlds, a day time view then an evening view with the city all lit up. Highly recommend."
jach4,"Auckland, New Zealand",Couples,Amazing Views!,"November 16, 2017",5,It was the most amazing views of New York. We had a beautiful clear November day and you could see for miles.
Rachel B,"Newcastle upon Tyne, United Kingdom",Couples,"Brilliant experience, a must when visiting New York","November 16, 2017",5,"I'm not really into tourist attractions however I would say, Top of the Rock is a worthwhile expereince.
The observation deck is great, there are 3 levels that you can view the city from. It's not a rushed experience, you can take as long as...More"
Nick C,"Wakefield, United Kingdom",Couples,Great views,"November 16, 2017",5,We did this at night and. The lighting around NYC was amazing. In the distance could see Statue of Liberty and so many other amazing places. Worth the cost to get up there!
MoxieGirl1997,"LaGrange, Georgia",Couples,Holy Moly!!!,"November 16, 2017",5,Do not miss this. Top of the Rock is awesome. Go at night. I have been twice and it is a stunning view. The tour is well organized and you do not feel rushed. I can't wait to go again. It is quite magical.
Asim S,"London, United Kingdom",Couples,Great views and highly recommended,"November 15, 2017",5,"i would highly recommend doing the ‘top of the rock’ experience. Great views of New York skyline, you get to learn more about the building. When you get to the top it’s amazing, totally worth it. I’d recommend gett8mg the priority ticket which allows you...More"
TravellerJ6,,Couples,As Expected - Fantastic Views,"November 15, 2017",5,Great experience. No queueing. Straight in and up the top within about 15 minutes. Breathtaking views of the island and surroundings
varnin,"San Jose, California",Couples,30 Rock,"November 15, 2017",5,Made a trip to the top of this iconic Art Deco building. Very friendly people and the view from the top is outstanding. Besides taking the lift to the 67 floor their is an additional two floors that one can walk up too.
B4307SGthomast,,Couples,Thom thom,"November 15, 2017",5,"Magnificent view
You see everything in Saks
you owe it to yourself to visit just even for a drink is a site to remember for a lifetime
Wow!Wow!wow!"
AnneJohannesburg,Johannesburg,Couples,Better views than Empire State,"November 15, 2017",5,We went early afternoon in November. No queues. Views are so much better than from the Empire State Building. So a great place to go if you are time limited or on a budget. Can see Central Park better and it is awesome to get...More
Kerry R,,Couples,Stunning views,"November 15, 2017",5,We paid a little extra and took the tour on offer. Not only worth it but you are fast tracked to the observation deck on completion of the tour. A must see experience.
Rafael O,"Cancun, Mexico",Couples,Much better view than Empire State,"November 14, 2017",5,"Its a must when in NYC, try getting there before sunset. Better to buy it in advance online to book an specific time."
PeterHartmann,"Berlin, Germany",Couples,Great view!,"November 14, 2017",5,"... especially at night.
The ticket sales could be organized better! Despite New York City Pass we had to wait a long time!"
joeng1984,"Flint, United Kingdom",Couples,Amazing,"November 14, 2017",5,"Went up in the evening and the views were breath taking
Provided with a great map showing all the key buildings to look out for"
class66man,Newcastle Upon Tyne,Couples,Could have stayed up there all night,"November 14, 2017",5,After advice from friends who had been before we decided to go up to the Top of the Rock at night and boy it did not disappoint. The view of Manhattan lit up was just beautiful. Highly recommended if visiting New York.
wonderland92,"Skipton, United Kingdom",Couples,Much better than Empire State,"November 13, 2017",5,"From my first trip to New York, I wanted a skyline photo with the Empire State in it, hence why I chose this skyscraper to go up. We enjoyed the history, I felt a bit weird at the top - I don't mind heights but...More"
whisper_6,Ireland,Couples,"Fabulous, don't miss it!","November 13, 2017",5,"Having been to New York numerous times, this was my first trip to Top of the Rock and it was truly excellent- the weather helped too, beautiful clear sunny day with excellent visibility!"
Ionela B,"Wilmington, North Carolina",Couples,Amazing views!,"November 13, 2017",5,"This was worth while and worth the money. It looked very surreal, we spent at least an hour up there trying to take it all in. Must do in NYC"
Tony S,"Miami, Florida",Couples,Fantastic views,"November 13, 2017",5,Great elevator trip to the top. The views are fantastic. 360 degree view of NYC and it's surroundings.
kimballdm,"Clarksburg, Maryland",Couples,Awesome Experience,"November 13, 2017",5,My wife and I went to the Top of the Rock as part of the New York Pass. Beautiful views and could spend hours up there looking at NYC!!!
lauraloumk,"London, United Kingdom",Couples,Amazing views,"November 13, 2017",5,"We arrived late afternoon to the booking office and were advised a 45 minute wait to go up. This was fine as we went and got a coffee, and because of this we actually ended up being there when it was dark which was amazing....More"
IrishMimi,"Essendon, United Kingdom",Couples,I could NOT see my house from here!,"November 13, 2017",5,"We took our time deciding where best to view the city from on high and I am so glad that we chose the Rock. Luckily it was a beautiful, clear day and not too crowded up there. The ascent had a bit of a queue...More"
tracyron,"London, United Kingdom",Couples,Phew what a view,"November 12, 2017",5,This was an astounding visit. The lift takes 43 seconds to go 70 floors!! But so worth it when you get to the top. Although there was a lot of security checks before getting to the top it is done efficiently and quickly. The shops...More
kathicooks,,Couples,Great perspective,"November 12, 2017",5,"Nice view, great observation deck. Actually a better view than the Empire State Building and it was nice to have 3 levels of decks to see from."
Jamie W,Moss Point,Couples,See It All,"November 12, 2017",5,"Buy tickets before you go to save standing in one of a few long lines. Once you actually get to the ""top of the rock"", its pretty amazing. On a clear day you can see everything from Statue of Liberty to Central Park, and so...More"
BaliY,"Melbourne, Australia",Couples,A must do when in NYC,"November 12, 2017",5,"Our 2nd visit and we did things a bit differently. We purchased tickets at the venue instead of pre-booking online. This wasn't as much of a hassle I thought it would be. If you do this, use the kiosks to purchase tickets and skip the...More"
Bamboothecat1,"England, United Kingdom",Couples,Spectacular views ,"November 11, 2017",5,"Visited here on Nov 7th for election day as I had read that the empire state building would be red, white and blue. The view from the very top was amazing and I'd recommend this iver the empire state building as you get a much...More"
kevinmeryl,"Narre Warren, Australia",Couples,Fabulous View,"November 11, 2017",5,A great way to get a view of the New York skyline. Well worth booking in advance as we avoided the long booking queue & moved to the lift on arrival. An absolute must ..
hram007,"Botany Downs, New Zealand",Couples,Great views esp at Sunset,"November 10, 2017",5,We chose this over Empire State Building and this turned out to be a great decision. A 360° panorama of NYC with great views of Central Park and also the Empire State Building. Quite something to see the sun set from this vantage point and...More
TravelinPhool,,Couples,Great views both Uptown and Downtown ,"November 10, 2017",5,We only had time and money to go to the top of one of the three famous observation towers in Manhattan (the other two I’m aware of are the Empire State Building and One World Observatory). We chose Top of the Rock because it provides...More
Dori D,"Columbia, South Carolina",Couples,Worth waiting!,"November 10, 2017",5,"The view far exceeded my expectation. I️ can get a little nervous on elevators, but the ride up was enjoyable-even for me. We went during a bit-busy time and just bought tickets when we arrived. Glad we made it a part of our visit."
captaingunn,"Haltom City, Texas",Couples,Really fun stop!,"November 9, 2017",5,"My husband and I recently visited on a trip to NYC, and we're so glad we did. Beautiful building with great views and perfect photo opps. The Swarovski crystals throughout the building are gorgeous, and Rockefeller Plaza is absolutely worth a visit. We honestly almost...More"
Paul W,,Couples,Pricey but well worth the trip.,"November 9, 2017",5,"Spectacular views of the city at night and an outside walkway. Even I phone fotos are good. Pricey for dinner but if you're going to visit New York, this page in your memory book will be outstanding."
Gina48220,"Ferndale, Michigan",Couples,Can only imagine,"November 9, 2017",5,We did walk thoughout the buidling but we did not actually pay to go to the top. There is a wall on the lower level that has a panoramic of Top of the Rock. We took pictures of this wall.
Bheeks,"Johannesburg, South Africa",Couples,Incredible views of Manhattan,"November 8, 2017",5,"We went to the Rockefeller Centre at opening time and there was no queue. The ride to the top was fun and when we got to the observation deck, we were the only people there for a period of time. This made for some fantastic...More"
Peterk9999,"Sydney, Australia",Couples,Amazing views even on a cloudy day,"November 8, 2017",5,Easy to negotiate ticket machines - then interesting walk through display on history if Rockefeller Centre before ascending in lift. 3 floors if views - magnificent. New York at its best - so much can be seem- stunning!
MotherTravels,"Monrovia, California",Couples,"Easy Access, Quick, Fun","November 8, 2017",5,"Spectacular views and speedy run to the top. I can't recall the price but found that for just about the same view experience, I could go to the top at a Millenium hotel across WTC and see spectacular views for free. And rumor has it...More"
Kim R,"Newtownabbey, United Kingdom",Couples,Top of the rock,"November 8, 2017",5,Amazing ... done the tour great history of the Rockefeller ... then top of the rock ... the views from there are outta this world
Stephen F,"White Plains, New York",Couples,The Best- Simply the Bst,"November 8, 2017",5,"When I was divorced I found this to be a great place for a first date. Romantic, different and easy to find great food afterwards!"
Keith B,,Couples,Great views,"November 8, 2017",5,"Took half an hour from the front door to get to the top. I do get fed up of being scanned and patted down, and this place was no exception. Tremendous views."
b0liner,"New York City, New York",Couples,Romantic evening,"November 8, 2017",5,"Magical venue fliating above NYC!
Good drinks and bar food and spectacular photo ops for locals and tourists."
jlensmart,,Couples,What a view,"November 8, 2017",5,"First morning in New York, the sun was shining so up the Rock we went. It was just about 8:30 and the sun was in the sky shining over the East River. The view north to Central Park and beyond was amazing, and the view...More"
hezbrown,glasgow,Couples,Wow,"November 8, 2017",5,"We visited at 655pm om 31st Oct.
WOW what a view of the skyline totally blown away by it.
Tip would be go the day before you want to visit & book your time as its horrendously busy all the time, this will save you...More"
Steven A,,Couples,Observation Deck,"November 7, 2017",5,We saw the Observation Deck from a distance. Peter and Annette gave us some historic facts regarding the Rockefeller Center while we were looking at the Ice Rink.
TengKiat,"Singapore, Singapore",Couples,Views,"November 7, 2017",5,"Come in the evening before the sun sets and stay for the amazing views. The staff were very friendly and lines were organised, so overall a fantastic experience."
Louise M,,Couples,Unmissable views!,"November 7, 2017",5,Absolutely breathtaking views. We went at night and got to see the beautiful NYC skyline all lit up. Beware of queues and make sure you get your tickets in advance though. We were not rushed at all and you can spend as much time as...More
Louise W,Stourbridge,Couples,Honeymoon ,"November 7, 2017",5,Was the best place to see the city at night. Bar at the top is well worth a visit. Even though it’s expensive it really adds to the experience. Wouldn’t hesitate to come back. Staff where friendly and polite
Beatties75,"Motherwell, Scotland, United Kingdom",Couples,Fantastic views,"November 7, 2017",5,"You need to book a time to visit the top of the rock - we went thinking we could immediately get on the lift, however you select a time - you can't get up before it. There are loads of shops, restaurants and cafes in...More"
JuneMcL,"Fife, Scotland",Couples,One of the best activities to do in New York! ,"November 7, 2017",5,Checked the weather this morning and saw it was to be sunny. Booked tickets online and saved them on my mobile - first trip up to Top of the Rock (8am) and it was simply breath taking! What a view! I had already been up...More
Roger F,Hasselt (Belgium),Couples,Really TOP !! (of the Rock),"November 7, 2017",5,"One of the highlights in NY.
We had excellent weather when we went to the top. What a spectacular 360° view all over Manhattan-Sky-line."
53deve,"Greater London, United Kingdom",Couples,Stunning views!,"November 7, 2017",5,The best place to see the skyline of New York. It was not too busy either. Highly recommend going here during the day to see the Empire State Building in all its glory. Great views of lower Manhattan and Central Park too!
aliciaamor,Liverpool,Couples,Great Experience ,"November 7, 2017",5,"We visited here as a couple in September on our first trip to NY, we got our tickets through the New York Pass. With this you still have to que at the ticket office within the Rockefeller Centre in the right hand side.
It was...More"
Phil A,"Preston, England, United Kingdom",Couples,loved it,"November 7, 2017",5,"We had a city pass explorer and took top of the rock as one of our options. We loved it the building is beautiful and there were different aspects to the view from each level and side.
Be aware you have to book a time...More"
Skybie,"Sydney, Australia",Couples,Great Views of Manhatton,"November 7, 2017",5,We bought our tickets online the night before and we chose to get in early and did the 8:40am tour. We went through security and had our photo taken by the staff. We then went straight up to the observation deck. No waiting time at...More
thomp651,Accrington ,Couples,long weekend,"November 7, 2017",5,excellent views of central park in one direction and on the other side excellent views of the empire state building
Stephen B,,Couples,Brilliant experience!,"November 7, 2017",5,"Really good experience, a must to really appreciate Manhattan. It was so good to see so many iconic sights from an elevated position. The tour is well organised, and staff were very helpful and organised without being to intrusive whist you enjoyed the sights."
775kateh,"Staffordshire, United Kingdom",Couples,Fabulous views of The Empire State Building!,"November 6, 2017",5,"Great experience, I’d do it again. Fabulous views of the city and a great history lesson whilst you’re waiting to go to the viewing gallery. Highly recommend"
Ashmason,"Morecambe, United Kingdom",Couples,Amazing!!!,"November 5, 2017",5,We went up the rock twice. Once in the afternoon and once in the evening. The evening was just Stunning and highly recommended to pay for this. Try and go at quieter times to avoid massive ques and crowds. The rockafella has loads of history...More
Aliciooop,"London, United Kingdom",Couples,Best view of the city,"November 5, 2017",5,"If you're short on time skip the Empire State (I know it's the iconic one) and just do TOTR. Honestly, it gives you the amazing view INCLUDING Empire State, as well as just being a bit of a nicer experience - there are videos as...More"
Anne C,falkirk,Couples,First visit ,"November 5, 2017",5,This was fab with fantastic views well worth it . I think it was better than the Empire State Building
sexymonkey1988,united kingdom,Couples,What a view! ,"November 4, 2017",5,"We went up at night to see the view, really good.
Last viewing was 11pm at night, we booked in the day and didn’t queue to go up later on."
Kim W,"Mirboo North, Australia",Couples,"Best view in NYC, maybe.","November 3, 2017",5,"Well, maybe, because from the Rock you can see both Central Park and the Empire State Building. Simply stunning. The glass non-jumping panels give a good view but aren’t fantastic for mobile phone cameras with focus sensors, you have to jam your phone between the...More"
Nathan Y,,Couples,Great views,"November 3, 2017",5,"I really enjoyed doing Top of the Rock. I’d been to the top of the Empire State Building 10 years earlier, but I liked the observation deck more here due to the glass blocking the winds. It was a nicer viewing experience than the Empire...More"
Beverley_11,"Nottingham, United Kingdom",Couples,Well organised,"November 3, 2017",5,We went just before 2.00pm and were told that the next time to ascend was 6.00pm. We arranged to go on the art and architecture tour at 2.30 and got tickets for the observation tower the following morning. The next day we were able to...More
Jorge C,"Mexico City, Mexico",Couples,Engagement at top of the rock,"November 3, 2017",5,Proposed marriage to my now fiancé here. The views are great and not as crowded as the Empire State. Would recommend going to the top level where there are only fences and not glass for a cleaner view. That is the exact place where I...More
Susan B,,Couples,Fantastic View,"November 3, 2017",5,"Having been to New York a number of times, I have noticed this is one place you get a good look over New York."
Gillian W,"Irvine, United Kingdom",Couples,Do this instead of the Empire State Building!!!!,"November 3, 2017",5,I would highly recommend this instead of the Empire State Building - the reason building that the views of the Empire State Building are absolutely amazing. Go to the ESB at night time when it is much quieter and you can see NYC at night....More
Vicky J,"Kingston-upon-Hull, United Kingdom",Couples,A very informative tour,"November 2, 2017",5,A humorous tour. Jonathon was our guide for the tour and he was a mind of information with a light and carefree style of delivery. His sense of humour was pitched right to break up the mass of information that was being given. He took...More
LMnay,"Toronto, Canada",Couples,Amazing view!,"November 1, 2017",5,"Definitely worth the visit to see an amazing view of New York City, and to take some awesome pictures. it should be on the To Do list of any tourist to NYC. Day or night, you will enjoy the visit."
TLP7,,Couples,WOW!,"November 1, 2017",5,"When we turned up, the lady selling tickets advised us that there was zero visibility that due day due to the poor weather but we were able to buy tickets in advance for he next day. Glad we did as there was quite a large...More"
Margaret509,"Derby, United Kingdom",Couples,Fantastic views.,"November 1, 2017",5,Well worth a visit. Incredible views. We were lucky to have perfect weather and the blue sky enhanced the whole experience. We pre-booked tickets and time slot in the UK and this proved well worth it. The whole area around the Rockefeller Center is interesting...More
Martin H,"Munich, Germany",Couples,Awesome view,"November 1, 2017",5,This is about the best vantage Platform i've visited so for. Amazing feeling. We visited on Halloween and almost had no like.
Marlena B,,Couples,Repeat Visitor,"November 1, 2017",5,"Awesome time here. Love coming to see it at night especially. Hubby's first time here and he enjoyed it as well, and the history behind it."
Alex T,"Wotton-under-Edge, United Kingdom",Couples,Must see visit.,"October 31, 2017",5,"We originally only booked to go to the 86th floor, but upgraded as it was so impressive that we decided to go up to the 102nd floor.
Totally worth it."
FriendlyTraveller0,Cheshire,Couples,Stunning views especially at night..,"October 31, 2017",5,After booking a trip with an amazing travel agent top of the rock was our last stop in an amazing night trip and the view was stunning....
lsgilbert05,"England, United Kingdom",Couples,Fantastic views,"October 31, 2017",5,"It’s well worth a visit to the top of the rock, the views are fantastic! We went at around 9am and there was a small queue for the ticket line but then we went straight to the top with hardly any queuing! There is an...More"
515cherik,,Couples,wow!,"October 30, 2017",5,"You buy your ticket for a certain time, we arrived 10 minutes ahead and went right up to the top. Amazing views of the entire city."
Ian000009,Canada,Couples,Great View,"October 30, 2017",5,"We went to the ""Top of the Rock"" as part of the Explorer's pass. Our visit was midday on a Saturday an we jumped in a very quick moving line (10 min wait.). The views up at the top would have been worth an hour...More"
anonymous1234L,"Swindon, United Kingdom",Couples,Amazing views,"October 30, 2017",5,Wow! So breath taking!! Worth a visit here for sure! We didnt pre book any tickets we only waited around no more than half hour from buying a ticket to getting to the highest floor. People are around to help and there's a cafe here...More
A_Cable_Guy,"Leicester, United Kingdom",Couples,Best view of the city,"October 30, 2017",5,In my opinion this place boasts the best 360 degree views of the city! My partner and I went up early and it was surprisingly quiet. A must for any tourist in New York. My partner and I used ourCityPass which also made it great...More
Jørn S,"New York City, New York",Couples,Great after dark.,"October 29, 2017",5,Spectacular view in the dark. You get s breathtaking 360 degree view of the city. The elevator ride is also gun if you look up when you're going up.
Rosegurl77,"Bettendorf, Iowa",Couples,Well worth it!,"October 29, 2017",5,Such an awesome view. Go straight to the top deck. The other 2 don’t hold a candle since they have window panels that create glare when taking photos. We went at 9:15pm and the line was very long with an obnoxious employee telling everyone “don’t...More
Eve L,,Couples,Top of the rock,"October 29, 2017",5,Amazing experience which was very family friendly but also romantic as it was an unforgettable experience where the whole of the city can be viewed. Highly recommend viewing this of a night as the lights are amazing
Tony S,"London, United Kingdom",Couples,Amazing ,"October 29, 2017",5,LOVEDDDDDD it here. Was here for the Christmas light switch on. Beautiful I tell ya. And was there to hear Mariah Carey sing SOOOOOO BADDDDD.
ricsreddevils,"Greater Manchester, United Kingdom",Couples,Great view! ,"October 29, 2017",5,This gives you an even better view than the empire state building get does. We took loads of pictures and would definitely visit this attraction again in the future.
Chris T,,Couples,Great views and history ,"October 28, 2017",5,"Even though I prefer the Empire State Building experience, Top of the Rock is still highly recommended and finding out about the Rockefeller family and history is a must when visiting Manhattan. The views of Central Park are second to none and worth the entry...More"
JenniferS62,"Minneapolis, Minnesota",Couples,"Start with the tour, end with the view","October 28, 2017",5,"Have been to Empire State Building and One World Trade, and ""Top of the Rock"" far surpasses for value and view. Organized for crowd control, and the tour of Rockefeller Center before going to the top is well worth the ticket price. What an amazing...More"
SD2606,,Couples,"Fast queues, lovely eveving views","October 27, 2017",5,"Found the whole experience to get up to the Top of the Rock very easy, very reasonable in price and very fast! Was most enjoyable! The night views were so pretty of the city. They had a special on which you could get a ticket...More"
anonymous1234L,"Swindon, United Kingdom",Couples,Amazing views,"October 30, 2017",5,Wow! So breath taking!! Worth a visit here for sure! We didnt pre book any tickets we only waited around no more than half hour from buying a ticket to getting to the highest floor. People are around to help and there's a cafe here...More
A_Cable_Guy,"Leicester, United Kingdom",Couples,Best view of the city,"October 30, 2017",5,In my opinion this place boasts the best 360 degree views of the city! My partner and I went up early and it was surprisingly quiet. A must for any tourist in New York. My partner and I used ourCityPass which also made it great...More
Jørn S,"New York City, New York",Couples,Great after dark.,"October 29, 2017",5,Spectacular view in the dark. You get s breathtaking 360 degree view of the city. The elevator ride is also gun if you look up when you're going up.
Rosegurl77,"Bettendorf, Iowa",Couples,Well worth it!,"October 29, 2017",5,Such an awesome view. Go straight to the top deck. The other 2 don’t hold a candle since they have window panels that create glare when taking photos. We went at 9:15pm and the line was very long with an obnoxious employee telling everyone “don’t...More
Eve L,,Couples,Top of the rock,"October 29, 2017",5,Amazing experience which was very family friendly but also romantic as it was an unforgettable experience where the whole of the city can be viewed. Highly recommend viewing this of a night as the lights are amazing
Tony S,"London, United Kingdom",Couples,Amazing ,"October 29, 2017",5,LOVEDDDDDD it here. Was here for the Christmas light switch on. Beautiful I tell ya. And was there to hear Mariah Carey sing SOOOOOO BADDDDD.
ricsreddevils,"Greater Manchester, United Kingdom",Couples,Great view! ,"October 29, 2017",5,This gives you an even better view than the empire state building get does. We took loads of pictures and would definitely visit this attraction again in the future.
Chris T,,Couples,Great views and history ,"October 28, 2017",5,"Even though I prefer the Empire State Building experience, Top of the Rock is still highly recommended and finding out about the Rockefeller family and history is a must when visiting Manhattan. The views of Central Park are second to none and worth the entry...More"
JenniferS62,"Minneapolis, Minnesota",Couples,"Start with the tour, end with the view","October 28, 2017",5,"Have been to Empire State Building and One World Trade, and ""Top of the Rock"" far surpasses for value and view. Organized for crowd control, and the tour of Rockefeller Center before going to the top is well worth the ticket price. What an amazing...More"
SD2606,,Couples,"Fast queues, lovely eveving views","October 27, 2017",5,"Found the whole experience to get up to the Top of the Rock very easy, very reasonable in price and very fast! Was most enjoyable! The night views were so pretty of the city. They had a special on which you could get a ticket...More"
musican7777,Washington D.C.,Couples,Best View! ,"October 25, 2017",5,"Love this place, be sure to add the 2nd viewing for $15 that lets you all view at night! Highly recommended!"
AdeWotton,"Bristol, United Kingdom",Couples,Amazing,"October 25, 2017",5,"This was our second visit to New York and last time this was not a visit we made doing the Empire State Building.
On this trip we decided to visit at 8pm to see New York at night. We were not disappointed.
We had times...More"
michelletapley78,"Swainsboro, Georgia",Couples,best views of the city! period!,"October 25, 2017",5,"I could have stayed up here all day & night!!! (book your time EARLY!!! days in advance really) perfect city views, especially of the Empire State Building & Central Park! the guy at the front door was awesome! loved him!"
Igor D,"London, United Kingdom",Couples,Great 360 views of the city,"October 25, 2017",5,"Being able to see the Empire state on one side, and Central park on the other is seriously breathtaking!
We spent a good hour on top of the rock, and enjoyed every minute of it.
Definitely recommend this, it is far superior than climbing the...More"
Austin R,"Omaha, Nebraska",Couples,Incredible view,"October 24, 2017",5,We went over around 5pm on Saturday and after short wait in line found that the available time to go up was at 7:30 pm. We decided to get a ticket for the following morning at 10 am. The next morning arrived at 9:30 and...More
1989AndyB,"Sheffield, United Kingdom",Couples,Beautiful lights at night!,"October 24, 2017",5,"Not the most attractive or tallest building, but boy does it have a view. We visited at night to see the city all lit up and we weren't disappointed! It's stunning and the top deck is full open air so you arn't taking pictures through...More"
johnboyPeterborough,Peterborough,Couples,Unbelievable Views,"October 24, 2017",5,"We had planned to visiit in the evening but as we would have had to wait about 3 hours we came back the next morning.
The weather was very good and we had great panoramic views across the city, and beyond, with perhaps Central Park...More"
Doug K,"St. Augustine, Florida",Couples,Spectacular By Day AND Night,"October 24, 2017",5,Go during the day to acquaint yourself with the various landmarks you will see and then return at night for a dazzling view of the lights to see what makes this city so exciting. Have a drink in the Rainbow Room to top off your...More
TTM121,"Nottingham, United Kingdom",Couples,Wow,"October 24, 2017",5,"We turned up at 8am and purchased the tickets for 8 pm that day. It is very quiet first thing with no queues. The views are incredible, at night the whole city is lit up and you can see so much. We did not go...More"
LolaChristine,"Orlando, Florida",Couples,The best views in NYC,"October 24, 2017",5,So glad we decided to do this! The tour takes you all the way up to the observation deck once you have looked at old pictures of how the building was built. The observation deck will give you 2 views: Central Park and Downtown views....More
leon b,"Langley, Canada",Couples,On top of the Rock,"October 23, 2017",5,"This was really nice to be able to go 82 floors up and out onto a deck. Everyone said they did the Empire Sate Building and this was better by far. There is 2 decks, one, of course is smaller. Make shore you go one...More"
Tony P,,Couples,Sunset oh my!,"October 23, 2017",5,Go for the sunset but get there an hour early to get a spot up top with unobstructed views. It is absolutely and incredibly stunning to see the sunset up there and then watch all the city lights go on. Seriously worth it.
Richardrocks,"Norwich, United Kingdom",Couples,Absolutely positively has to be done!,"October 23, 2017",5,"We booked a combo MOMA voucher in advance to save a few $. This was my second visit, and still breathtaking. Head straight to the top level for the best unhindered views - no tripods allowed, but I managed to use a clamp with ball...More"
TravelJunkies28,"Minneapolis, MN",Couples,Wonderful tour and views!,"October 22, 2017",5,We've been to New York several times but have never done 30 Rock. We opted for the Rock Pass which gets you the guided tour of Rockefeller Plaza and the observation deck. The guided tour is fantastic! It was more about the architecture and is...More
lbwno,"Auckland, New Zealand",Couples,Fantastic views.,"October 22, 2017",5,No long ques and a fantastic view of the New York skyline. Interesting history on the building with plenty of places to eat on the ground floor.
Pam P,,Couples,Great Information,"October 22, 2017",5,I had no idea what the history of Rockefeller Center was. This was fun and full of interesting facts and insights into the Rockefeller family. Highly recommend!
J_Jarndyce,"County Durham, United Kingdom",Couples,Sensational view,"October 22, 2017",5,"We were fortunate to have a great day with blue sky and sunshine. The views are extraordinary for 360 degrees. There didn't seem to be any restriction on the time at the top, which was good given that getting up took a while because of...More"
Mark L,,Couples,Sun and the stars!,"October 22, 2017",5,"What amazing views of new York city! We went up first thing in the morning and was amazed with the views. But having brought the sun and the stars package, couldn't wait until sunset and darkness to view it again.
The city lit up by...More"
mrwave2001,Saint-Louis,Couples,Empire State ,"October 21, 2017",5,Visited during the day then came back at night. Cool to see view both ways. Quick process to top. Much faster than Top of Rock.
Mike S,"Ellicott City, Maryland",Couples,Incredible Views,"October 21, 2017",5,Visited this place on a lovely Sunday morning so wasn't too crowded. One must go through a security check-in site so be prepared for that. Spectacular 360 degree views up here - there are several levels one can select and the view from all is...More
racdowni,"Lubbock, Texas",Couples,Beautiful view!,"October 21, 2017",5,"Very much a tourist attraction, but it offers beautiful views of the city and central park. Expensive but worth it. The staff isn't very friendly but I'm sure they get tired of all the tourists all day every day. I did get engaged on this...More"
Stuart W,"Edinburgh, United Kingdom",Couples,Worth the trip,"October 21, 2017",5,This was my first trip to New York and decided that the top of the rock would be one of my wish list things to do. So glad I did this. We went late at night to get a view of the city in lights....More
leonab405,"Grande Prairie, Canada",Couples, Most definitely the best view in New York City,"October 21, 2017",5,So if you want to view of the park you got it. if you want to view of the city you’ll get it ! If you want to view of New York in general this is the place to be. I actually like it better...More
Michael P,,Couples,LOVED IT!!!!,"October 20, 2017",5,"We did the three observatories (ESB, TotR & 1WTC) and this has the best views of the city, it’s the perfect spot for sunset views and has the most iconic view of New York.
I loved it so much that I did it twice... literally...More"
Richard S,"Lowestoft, United Kingdom",Couples,What views,"October 20, 2017",5,"A little overpriced for entry but well worth the visit. Excellent views of the whole of Manhattan What a wonderful city, a city be be viewed looking up all the time."
Sarah E,,Couples,Best view in NYC,"October 20, 2017",5,We were in New York for 5 days and went up Top of the Rock twice. We did a morning trip where we hadn't booked a slot but arriving at 9:00am it was fairly quiet and we got straight up. It was a greyish day...More
Julia M,"Wettenberg, Germany",Couples,Amazing View ,"October 20, 2017",5,"We went there shortly before sundown and the view was amazing. You are allowed to stay as long as you like and so we could also enjoy the view with all the lights in the city turned on.
I recommend to reserve a time slot...More"
Autumn G,,Couples,At night is amazing!!! ,"October 20, 2017",5,We waited until 8 to go to the top amd the views were breathtaking!!! One of my absolute favorite parts of our trip! I could have sat up there all night!
